00000,0000000002,0000000000000.00,0000041672,   ,CR
00000,0000000002,0000000000000.00,0000041672,   ,DR
00000,0000000002,0000000000000.00,0000000003,AAA,CR
00000,0000000002,0000000000000.00,0000000003,AAA,DR
00000,0000000002,0000000000000.00,0000000007,AAB,CR
00000,0000000002,0000000000000.00,0000000007,AAB,DR
00000,0000000002,0000000000000.00,0000000005,AAC,CR
00000,0000000002,0000000000000.00,0000000005,AAC,DR
00000,0000000002,0000000000000.00,0000000001,AAD,CR
00000,0000000002,0000000000000.00,0000000001,AAD,DR
00000,0000000002,0000000000000.00,0000000004,AAE,CR
00000,0000000002,0000000000000.00,0000000004,AAE,DR
00000,0000000002,0000000000000.00,0000000001,AAG,CR
00000,0000000002,0000000000000.00,0000000001,AAG,DR
00000,0000000002,0000000000000.00,0000000009,AAH,CR
00000,0000000002,0000000000000.00,0000000009,AAH,DR
00000,0000000002,0000000000000.00,0000000003,AAI,CR
00000,0000000002,0000000000000.00,0000000003,AAI,DR
00000,0000000002,0000000000000.00,0000000002,AAJ,CR
00000,0000000002,0000000000000.00,0000000002,AAJ,DR
00000,0000000002,0000000000000.00,0000000010,AAK,CR
00000,0000000002,0000000000000.00,0000000010,AAK,DR
00000,0000000002,0000000000000.00,0000000002,AAL,CR
00000,0000000002,0000000000000.00,0000000002,AAL,DR
00000,0000000002,0000000000000.00,0000000001,AAM,CR
00000,0000000002,0000000000000.00,0000000001,AAM,DR
00000,0000000002,0000000000000.00,0000000002,AAN,CR
00000,0000000002,0000000000000.00,0000000002,AAN,DR
00000,0000000002,0000000000000.00,0000000005,AAO,CR
00000,0000000002,0000000000000.00,0000000005,AAO,DR
00000,0000000002,0000000000000.00,0000000002,AAP,CR
00000,0000000002,0000000000000.00,0000000002,AAP,DR
00000,0000000002,0000000000000.00,0000000005,AAQ,CR
00000,0000000002,0000000000000.00,0000000005,AAQ,DR
00000,0000000002,0000000000000.00,0000000003,AAR,CR
00000,0000000002,0000000000000.00,0000000003,AAR,DR
00000,0000000002,0000000000000.00,0000000002,AAS,CR
00000,0000000002,0000000000000.00,0000000002,AAS,DR
00000,0000000002,0000000000000.00,0000000001,AAU,CR
00000,0000000002,0000000000000.00,0000000001,AAU,DR
00000,0000000002,0000000000000.00,0000000020,AAV,CR
00000,0000000002,0000000000000.00,0000000020,AAV,DR
00000,0000000002,0000000000000.00,0000000003,AAW,CR
00000,0000000002,0000000000000.00,0000000003,AAW,DR
00000,0000000002,0000000000000.00,0000000011,AAX,CR
00000,0000000002,0000000000000.00,0000000011,AAX,DR
00000,0000000002,0000000000000.00,0000000001,AAY,CR
00000,0000000002,0000000000000.00,0000000001,AAY,DR
00000,0000000002,0000000000000.00,0000000001,AAZ,CR
00000,0000000002,0000000000000.00,0000000001,AAZ,DR
00000,0000000002,0000000000000.00,0000000002,ABA,CR
00000,0000000002,0000000000000.00,0000000002,ABA,DR
00000,0000000002,0000000000000.00,0000000001,ABB,CR
00000,0000000002,0000000000000.00,0000000001,ABB,DR
00000,0000000002,0000000000000.00,0000000002,ABD,CR
00000,0000000002,0000000000000.00,0000000002,ABD,DR
00000,0000000002,0000000000000.00,0000000001,ABE,CR
00000,0000000002,0000000000000.00,0000000001,ABE,DR
00000,0000000002,0000000000000.00,0000000002,ABH,CR
00000,0000000002,0000000000000.00,0000000002,ABH,DR
00000,0000000002,0000000000000.00,0000000004,ABI,CR
00000,0000000002,0000000000000.00,0000000004,ABI,DR
00000,0000000002,0000000000000.00,0000000001,ABJ,CR
00000,0000000002,0000000000000.00,0000000001,ABJ,DR
00000,0000000002,0000000000000.00,0000000004,ABK,CR
00000,0000000002,0000000000000.00,0000000004,ABK,DR
00000,0000000002,0000000000000.00,0000000015,ABM,CR
00000,0000000002,0000000000000.00,0000000015,ABM,DR
00000,0000000002,0000000000000.00,0000000005,ABN,CR
00000,0000000002,0000000000000.00,0000000005,ABN,DR
00000,0000000002,0000000000000.00,0000000008,ABO,CR
00000,0000000002,0000000000000.00,0000000008,ABO,DR
00000,0000000002,0000000000000.00,0000000002,ABP,CR
00000,0000000002,0000000000000.00,0000000002,ABP,DR
00000,0000000002,0000000000000.00,0000000001,ABQ,CR
00000,0000000002,0000000000000.00,0000000001,ABQ,DR
00000,0000000002,0000000000000.00,0000000003,ABR,CR
00000,0000000002,0000000000000.00,0000000003,ABR,DR
00000,0000000002,0000000000000.00,0000000003,ABS,CR
00000,0000000002,0000000000000.00,0000000003,ABS,DR
00000,0000000002,0000000000000.00,0000000001,ABV,CR
00000,0000000002,0000000000000.00,0000000001,ABV,DR
00000,0000000002,0000000000000.00,0000000007,ABW,CR
00000,0000000002,0000000000000.00,0000000007,ABW,DR
00000,0000000002,0000000000000.00,0000000003,ABY,CR
00000,0000000002,0000000000000.00,0000000003,ABY,DR
00000,0000000002,0000000000000.00,0000000001,ABZ,CR
00000,0000000002,0000000000000.00,0000000001,ABZ,DR
00000,0000000002,0000000000000.00,0000000001,ACD,CR
00000,0000000002,0000000000000.00,0000000001,ACD,DR
00000,0000000002,0000000000000.00,0000000008,ACE,CR
00000,0000000002,0000000000000.00,0000000008,ACE,DR
00000,0000000002,0000000000000.00,0000000003,ACF,CR
00000,0000000002,0000000000000.00,0000000003,ACF,DR
00000,0000000002,0000000000000.00,0000000007,ACG,CR
00000,0000000002,0000000000000.00,0000000007,ACG,DR
00000,0000000002,0000000000000.00,0000000001,ACH,CR
00000,0000000002,0000000000000.00,0000000001,ACH,DR
00000,0000000002,0000000000000.00,0000000014,ACI,CR
00000,0000000002,0000000000000.00,0000000014,ACI,DR
00000,0000000002,0000000000000.00,0000000001,ACK,CR
00000,0000000002,0000000000000.00,0000000001,ACK,DR
00000,0000000002,0000000000000.00,0000000003,ACL,CR
00000,0000000002,0000000000000.00,0000000003,ACL,DR
00000,0000000002,0000000000000.00,0000000001,ACM,CR
00000,0000000002,0000000000000.00,0000000001,ACM,DR
00000,0000000002,0000000000000.00,0000000001,ACN,CR
00000,0000000002,0000000000000.00,0000000001,ACN,DR
00000,0000000002,0000000000000.00,0000000001,ACO,CR
